affectation,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
code série,N2667,N2668,N2669,N2670,N2671,N2672,N2673,N2674,N2675,N2676,N2677,N2678,N2679,N2680,N2681,N2682,N2683,N2684,N2685,N2686,N2687,N2688,N2689,N2690,N2691,N2692,N2693
nbre d'observations,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
année de la 1ère obs,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983
mois de la 1ère obs,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,5572.3,8335,5488.95,4863.1,6258.5,6878,5767,11670,6879.3,3877,3612.4,5212,6210,4270,5280,6705,4058,8270,3316,4920,7638,8090,6591,4985,5214,6104.8,5375
,5565.55,8320,5482.35,4863.25,6191,6764,5772.5,11602.5,6851.7,3812,3612,5213.5,6290,4230,5280,6705,4034,8285,3352,4910,7633,8065,6591.5,4969,5213,6108,5388
,5576.85,8320,5493.65,4899.7,5939.5,6720,5704,11530,6846.6,3789,3615.4,5217.5,6330,4290,5280,6690,4014,8305,3356,4900,7642,8065,6611.4,4980,5209,6131.2,5398
,5577.3,8355,5493.75,4942,5517.5,6682,5634,10925,6875.4,3814,3631.8,5247.5,6450,4360,5330,6730,4012,8345,3384,4905,7664,8070,6629.1,4989,5225,6151.2,5422
,5598.85,8345,5515.4,4977.15,5382.5,6656,5577,11345,6912.3,3841,3652,5287.5,6570,4420,5360,6755,4066,8385,3412,4910,7685,8075,6645.5,4993,5239,6168.8,5432
,5752.55,8340,5669.15,5090.65,5785,6924,5623,11175,6950.7,3900,3666,5310,6700,4450,5380,6785,4064,8445,3428,4910,7710,8075,6672.5,4995,5263,6201.2,5445
,5782.2,8320,5699,5163.65,5353.5,6962,5274,10822.5,7000.8,3948,3688.6,5356,6790,4530,5410,6805,4102,8515,3476,4925,7731,8085,6698.2,4997,5278,6242,5470
,5763,8410,5678.9,5158.35,5205.5,7004,5311.5,10175,7029.3,3994,3699,5375,6890,4550,5450,6875,4114,8480,3488,4935,7745,8035,6653.5,4362,5299,6270,5494
,5694.6,8475,5609.85,5118.3,4915,6694,5141,9635,7088.1,4032,3730.8,5434,6980,4600,5490,6935,4140,8670,3520,4985,7786,8085,6747.2,5047,5325,6311.2,5517
,5686.85,8475,5602.1,5132.95,4691.5,6606,4943.5,9120,7143.3,4071,3757.6,5489,7030,4650,5530,6990,4172,8760,3580,5015,7810,8085,6757.1,5044,5349,6338,5528
,5691.6,8425,5607.35,5150.9,4564.5,6582,4749.5,8837.5,7188,4107,3780.2,5534.5,7080,4690,5550,7040,4232,8845,3600,5040,7832,8085,6777.5,5032,5377,6370.8,5548
,5674.15,8440,5589.75,5140.15,4496,6664,4665.5,8447.5,7216.8,4129,3794.4,5565,7090,4720,5550,7090,4260,8915,3618,5060,7842,8065,6804.8,5036,5406,6406.8,5570
,5635.55,8430,5551.25,5063.5,4877.5,6586,4504,8135,7261.2,4177,3813.2,5601,7110,4770,5540,7135,4290,9015,3662,5095,7864,8095,6833.3,5091,5443,6451.6,5585
,5652.6,8420,5568.4,5098.05,4703.5,6706,4395.5,7477.5,7328.1,4293,3834.4,5643.5,7160,4820,5650,7175,4316,9090,3694,5115,7885,8070,6861.8,5101,5480,6483.6,5603
,5675.7,8430,5591.4,5138.5,4528.5,6466,4373,7202.5,7347.6,4266,3852.6,5680,7200,4850,5630,7220,4350,9185,3726,5140,7903,8055,6881.5,5122,5500,6501.6,5625
,5692.25,8465,5607.6,5181.4,4262.5,6582,4381,7145,7377.6,4300,3865.8,5701.5,7210,4860,5620,7230,4386,9250,3728,5160,7926,8080,6905.9,5126,5521,6529.2,5635
,5747.05,8450,5662.55,5254.8,4077,6686,4228,7210,7401.9,4333,3874.4,5723,7200,4860,5620,7270,4418,9305,3738,5185,7926,8065,6927.7,5144,5536,6539.6,5651
,5854.15,8450,5769.65,5340.6,4291,6766,4113,6530,7433.4,4383,3884,5749,7220,4880,5630,7315,4448,9355,3756,5205,7922,8045,6955.3,5164,5555,6578.8,5671
,5894.8,8490,5809.9,5374.2,4357,6688,4268.5,6595,7460.1,4407,3896.8,5777,7190,4860,5630,7370,4488,9420,3778,5230,7930,8120,6977.9,5164,5587,6609.2,5685
,5839.4,8560,5753.8,5334.7,4191,6572,4259.5,6510,7468.5,4420,3899.6,5792,7170,4870,5610,7380,4498,9465,3814,5245,7914,8055,6996.6,5181,5602,6623.6,5704
,5778.15,8600,5692.15,5289.6,4025.5,6786,4183.5,6345,7466.7,4453,3892.4,5790,7170,4860,5610,7385,4500,9495,3808,5250,7882,8020,7029.6,5187,5626,6662.4,5724
,5797.75,8525,5712.5,5313.1,3994.5,6388,4190.5,6315,7472.7,4466,3896,5799,7170,4890,5620,7400,4514,9510,3816,5260,7882,8040,7057.6,5196,5642,6707.2,5752
,5790.7,8495,5705.75,5312.3,3934.5,6788,4099,6095,7475.4,4494,3893.4,5798,7170,4930,5620,7405,4512,9505,3814,5270,7871,8020,7092.5,5192,5656,6779.6,5772
,5786.3,8490,5701.4,5302.45,3989,6770,4179,6002.5,7489.5,4535,3896.6,5807,7180,4940,5640,7410,4512,9515,3854,5270,7869,8040,7102.7,5201,5671,6778.4,5798
,5758.6,8485,5673.75,5217.2,4565.5,6634,4211.5,5710,7492.8,4556,3894.4,5808,7150,4950,5620,7400,4500,9520,3878,5275,7856,8035,7129.5,5215,5687,6793.2,5817
,5764.75,8515,5679.6,5234.5,4451,6634,4160.5,5972.5,7474.5,4549,3884,5790,7120,4950,5590,7390,4486,9495,3866,5275,7840,8010,7149.1,5220,5689,6818,5835
,5804.75,8505,5719.7,5288.4,4312.5,6500,4169.5,5985,7485.9,4615,3878.6,5784,7100,4970,5600,7375,4480,9480,3872,5275,7825,8020,7178.6,5210,5707,6858,5860
,5801.35,8510,5716.25,5308.75,4075,6612,4197.5,5982.5,7476.9,4645,3865.6,5760,7040,4940,5570,7355,4450,9410,3888,5260,7808,7990,7198,5222,5710,6882.4,5885
,5829.75,8525,5744.5,5344,4005.5,6560,4151,5730,7467,4662,3857,5748.5,7080,4900,5560,7340,4436,9370,3904,5240,7788,7995,7227,5229,5717,6916,5906
,5913.7,8510,5828.6,5390.95,4376.5,6322,4230,5775,7451.4,4655,3849.2,5734.5,7080,4910,5550,7325,4408,9315,3916,5235,7777,8020,7245,5233,5725,6938,5929
,5962,8520,5876.8,5442.7,4341,6286,4256.5,5822.5,7436.7,4662,3840,5714,7090,4890,5560,7305,4380,9260,3922,5220,7772,8000,7266.9,5237,5728,6941.2,5950
,5920.25,8630,5833.95,5431.4,4025.5,6242,4098,5645,7437.9,4688,3837.2,5703.5,7140,4940,5570,7305,4350,9225,3928,5215,7779,8025,7287.3,5223,5737,6961.6,5978
,5879.1,8660,5792.5,5393.35,3992,6128,4124,5605,7426.2,4719,3824.8,5679,7130,4910,5560,7280,4316,9155,3928,5190,7766,8015,7311.7,5244,5745,6974.4,6008
,5902.3,8500,5817.3,5421.4,3958.5,6102,4149,5737.5,7430.4,4739,3824.8,5682.5,7150,4920,5570,7270,4310,9130,3966,5175,7759,7990,7331.7,5251,5756,6988.8,6038
,5889.95,8510,5804.85,5414.1,3907.5,6124,4064,5517.5,7426.2,4750,3821.6,5675.5,7140,4930,5560,7265,4288,9095,3976,5170,7757,7960,7353.5,5251,5761,7007.6,6071
,5873.9,8490,5789,5403.15,3858.5,6282,4069,5520,7429.8,4765,3822,5671,7130,4940,5560,7240,4272,9085,3988,5165,7768,8005,7372.5,5256,5762,7026,6102
,5856.1,8455,5771.55,5347.95,4236,6574,3897.5,5222.5,7437.9,4798,3821,5670.5,7170,4940,5570,7235,4274,9040,4004,5155,7764,8005,7383.5,5261,5756,7041.2,6117
,5870.8,8455,5786.25,5334.25,4520.5,6166,4201,5770,7421.7,4790,3815.4,5656.5,7150,4950,5580,7215,4248,9020,3998,5150,7764,8030,7399.2,5253,5755,7052,6149
,5900.1,8465,5815.45,5382.15,4333.5,6400,4191.5,5652.5,7403.7,4796,3807.8,5641.5,7150,4960,5550,7205,4226,9015,3990,5145,7756,8030,7412.6,5251,5744,7072.4,6176
,5900.6,8475,5815.85,5410.05,4057.5,6306,4182,5405,7396.5,4827,3803.2,5633,7170,4960,5560,7185,4206,9000,3996,5130,7750,8020,7432.3,5245,5755,7091.6,6208
,5944.3,8435,5859.95,5452.05,4079,6300,4219.5,5580,7369.8,4799,3797.2,5619,7200,4960,5570,7165,4182,8990,3982,5115,7748,8050,7452.9,5249,5763,7120.8,6234
,6066.2,8400,5982.2,5543.45,4387.5,6386,4254,5800,7341,4782,3784.8,5588.5,7220,4980,5560,7120,4160,8860,3998,5080,7747,8055,7450.7,5148,5730,7134.4,6262
,6098.75,8360,6015.15,5591.6,4235.5,6282,4159.5,5672.5,7330.2,4794,3776.6,5576,7180,4960,5530,7060,4138,8970,3988,5075,7731,8025,7483,5245,5779,7161.2,6294
,6058.4,8485,5973.55,5575.75,3977.5,6164,4067.5,5690,7329,4811,3776.2,5574,7280,4990,5530,7065,4120,8940,3998,5075,7733,8005,7498.6,5219,5767,7190.8,6320
,5998,8580,5912.2,5511.45,4007.5,6342,4155,5795,7322.4,4806,3775.8,5565,7310,5000,5530,7065,4082,8920,4014,5070,7749,8025,7533.2,5262,5767,7218,6343
,6022.4,8745,5934.95,5542.85,3921,6256,4121.5,5470,7322.4,4827,3772,5552.5,7340,5000,5510,7030,4060,8900,4014,5055,7755,8035,7556.6,5260,5768,7235.6,6365
,6018.7,8755,5931.15,5537.55,3936,6440,4079.5,5505,7322.1,4831,3772,5548.5,7360,5000,5490,7005,4044,8880,4038,5040,7763,8060,7573.5,5283,5770,7244.8,6382
,5989.95,8750,5902.45,5529.4,3730.5,6296,3941.5,5402.5,7334.4,4870,3773.4,5546.5,7390,5010,5510,7000,4030,8870,4036,5025,7774,8085,7593.8,5291,5776,7257.6,6419
,5972.55,8740,5885.15,5454.2,4310,6286,3946,5420,7334.1,4889,3770.4,5540,7390,5020,5510,7000,4022,8845,4042,5020,7772,8035,7612.9,5299,5786,7264.4,6435
,5985.35,8700,5898.35,5473.2,4251.5,6416,3932.5,5292.5,7353.9,4918,3778,5554.5,7440,5040,5540,6980,4040,8825,4068,5005,7781,8045,7627.5,5308,5802,7284,6452
,6004.45,8680,5917.65,5511.45,4062,6428,3931,5175,7355.7,4914,3779.8,5554,7460,5060,5510,6970,4034,8790,4072,5000,7791,8065,7649.6,5319,5809,7297.6,6475
,6004.1,8675,5917.35,5552.05,3653,6492,3771,5227.5,7362.9,4925,3781.8,5550.5,7480,5080,5510,6970,4038,8750,4046,5005,7808,8080,7682.6,5343,5822,7327.6,6508
,6071.05,8630,5984.75,5618.85,3659,6690,3787,5260,7375.5,4949,3784.8,5554.5,7520,5120,5520,6965,4040,8730,4044,5015,7815,8065,7697.9,5341,5827,7336.8,6524
,6143.55,8590,6057.65,5674.9,3827.5,6432,3699,5217.5,7374.6,4949,3784,5551.5,7510,5130,5510,6965,4042,8680,4044,5020,7817,8070,7713.7,5342,5834,7358,6535
,6191.25,8600,6105.25,5732.6,3726.5,6470,3634,4802.5,7393.5,4953,3795.2,5553.5,7550,5170,5520,6965,4044,8705,4010,5040,7869,8120,7738.9,5349,5844,7375.6,6555
,6167.5,8680,6080.7,5726.35,3544,6224,3630.5,4695,7412.1,4965,3804.2,5579.5,7560,5190,5540,6980,4058,8705,4066,5055,7862,8110,7754.5,5366,5858,7379.2,6566
,6081.35,8715,5994.2,5651.35,3428.5,6378,3551,4665,7425.6,4954,3814.4,5597,7600,5210,5540,7000,4068,8715,4068,5085,7878,8095,7766.8,5394,5874,7397.2,6572
,6124.25,8705,6037.2,5694.9,3422.5,6438,3613.5,4485,7456.8,5006,3823.4,5612.5,7610,5230,5580,7030,4078,8730,4064,5115,7892,8080,7812,5412,5891,7450,6589
,6118.3,8775,6030.55,5690.45,3401,6290,3517.5,4492.5,7479.6,5019,3836.6,5630.5,7660,5250,5600,7065,4094,8740,4060,5150,7922,8125,7825.9,5428,5902,7464.4,6584
,6097.8,8750,6010.3,5683.95,3263,6426,3468,4417.5,7497.6,5047,3843.2,5643.5,7680,5270,5640,7070,4110,8760,4066,5160,7929,8130,7854.5,5439,5923,7484.8,6599
,6074.55,8745,5987.1,5606.95,3801.5,6494,3476.5,4285,7470.3,4969,3841.4,5633.5,7710,5290,5610,7040,4106,8745,4046,5155,7940,8155,7874,5445,5917,7506.4,6613
,6083.9,8680,5997.1,5623,3741,6402,3464.5,4345,7500.3,5035,3848.4,5646.5,7740,5270,5630,7070,4120,8755,4050,5170,7949,8160,7907.5,5462,5947,7558.8,6611
,6084.65,8680,5997.85,5643.35,3545,6338,3438,4360,7518.3,5078,3852.2,5653.5,7710,5260,5660,7080,4136,8760,4044,5185,7954,8150,7929.3,5482,5969,7552,6621
,6099.8,8660,6013.2,5695.25,3179.5,6448,3300.5,3907.5,7531.5,5100,3856.8,5665.5,7710,5260,5670,7100,4150,8780,4062,5170,7953,8145,7949.9,5491,5988,7566,6624
,6124.45,8570,6038.75,5711.1,3276.5,6242,3389.5,4117.5,7531.2,5089,3859.2,5667.5,7680,5270,5670,7120,4156,8785,4064,5160,7961,8135,7968.5,5497,6006,7580.4,6622
,6235.65,8425,6151.4,5810.45,3409.5,6222,3273,3827.5,7548.6,5120,3864.8,5680,7650,5250,5680,7150,4172,8820,4068,5165,7964,8135,8000,5515,6031,7600.8,6629
,6278.05,8365,6194.4,5853.3,3411.5,6120,3302.5,4002.5,7551.9,5127,3866.2,5693,7630,5260,5700,7165,4192,8830,4080,5165,7945,8075,8020.4,5526,6045,7621.6,6632
,6254.4,8460,6169.8,5836.85,3329.5,6238,3421.5,4097.5,7539.9,5122,3859.6,5681.5,7610,5250,5680,7150,4200,8845,4052,5155,7935,8095,8040.1,5533,6057,7634.8,6630
,6177.3,8520,6092.1,5773.7,3184,6330,3302,3922.5,7537.5,5118,3860.2,5685.5,7600,5250,5660,7160,4204,8860,4062,5140,7930,8070,8065.5,5536,6074,7641.6,6631
,6205.95,8435,6121.6,5812.5,3091,6462,3284,3905,7555.2,5116,3873,5706,7670,5270,5690,7190,4222,8875,4088,5125,7953,8135,8088.3,5544,6091,7659.6,6639
,6217.2,8525,6131.95,5815.7,3162.5,6482,3268.5,3670,7574.7,5134,3883.8,5725,7690,5280,5700,7220,4234,8890,4112,5135,7969,8180,8113.3,5559,6104,7672.8,6646
,6190.8,8480,6106,5798.9,3071,6388,3259,3725,7581,5141,3887.2,5734,7710,5280,5720,7240,4238,8885,4128,5140,7968,8150,8142.4,5571,6128,7711.6,6656
,6189.55,8480,6104.75,5739.3,3654.5,6574,3341,3700,7607.1,5175,3898,5753,7730,5280,5720,7300,4246,8870,4168,5150,7984,8155,8171.9,5588,6157,7755.6,6650
,6179.5,8420,6095.3,5751.15,3441.5,6468,3179.5,3260,7596.9,5156,3896.2,5747.5,7690,5290,5710,7295,4250,8850,4160,5145,7986,8150,8197.1,5602,6187,7769.2,6658
,6195.35,8420,6111.15,5792.2,3189,6396,3102.5,3382.5,7593.3,5134,3897.6,5743.5,7630,5300,5720,7290,4252,8835,4158,5140,8001,8165,8216,5587,6210,7782.4,6660
,6213,8420,6128.8,5817.35,3114.5,6324,3234,3492.5,7598.1,5168,3893.4,5736,7600,5310,5710,7275,4254,8815,4148,5140,7995,8175,8230.6,5607,6199,7777.6,6656
,6243.45,8365,6159.8,5851.95,3078,6250,3187.5,3370,7589.7,5158,3890,5725,7570,5270,5700,7260,4262,8770,4140,5145,8000,8180,8243.2,5621,6197,7782.8,6661
,6361.75,8330,6278.45,5935.95,3425,6136,3288.5,3250,7576.2,5154,3883.4,5708,7550,5260,5690,7240,4262,8730,4110,5140,8001,8210,8261.1,5635,6189,7783.6,6666
,6395.2,8330,6311.9,5975.1,3368,6454,3247.5,3587.5,7566.6,5171,3875.8,5688.5,7510,5270,5680,7215,4258,8710,4076,5140,8002,8250,8270.2,5651,6188,7787.6,6669
,6356.6,8440,6272.2,5954.6,3176,6568,3255.5,3255,7574.4,5179,3874.2,5683.5,7500,5210,5670,7190,4254,8690,4090,5140,8004,8245,8275.5,5540,6189,7789.6,6676
,6276.5,8510,6191.4,5874.9,3165,6438,3295,3400,7552.8,5168,3862,5659,7450,5200,5630,7180,4246,8650,4060,5120,7992,8265,8299.9,5625,6182,7791.2,6679
,6306.25,8545,6220.8,5909.7,3111,6430,3315,3480,7551.9,5193,3856.4,5644,7500,5170,5650,7165,4228,8620,4042,5110,7994,8275,8311.4,5638,6181,7806.4,6677
,6318.4,8520,6233.2,5908.4,3247.5,6264,3362.5,3545,7560.6,5219,3856.4,5640.5,7520,5180,5670,7160,4240,8585,4034,5105,8001,8295,8336.4,5661,6184,7830,6685
,6284.9,8500,6199.9,5884.9,3150,6376,3333.5,3437.5,7542,5167,3854.6,5636,7520,5180,5660,7155,4246,8530,4048,5070,8001,8290,8356.1,5741,6182,7827.6,6688
,6249.5,8485,6164.65,5801.85,3628,6312,3305.5,3515,7539,5267,3831.8,5578,7550,5170,5690,7085,4240,8515,3852,5080,8003,8300,8388.9,5754,6188,7869.6,6687
,6256,8390,6172.1,5815.4,3567,6246,3292.5,3440,7584.3,5312,3853,5635.5,7530,5170,5680,7145,4232,8505,4068,5070,7994,8290,8402.6,5766,6179,7849.2,6700
,6272.9,8345,6189.45,5854.65,3348.5,6446,3245,3387.5,7566,5268,3849.6,5627,7540,5170,5680,7160,4214,8490,4060,5065,7994,8285,8427.7,5772,6173,7850.4,6694
,6273.65,8285,6190.8,5867.95,3228.5,6334,3354,3492.5,7537.8,5201,3843.6,5608,7490,5130,5630,7160,4204,8460,4040,5055,8002,8310,8435.9,5776,6173,7842.8,6698
,6313.95,8195,6232,5913.85,3181.5,6578,3299.5,3495,7521.6,5180,3836.2,5597.5,7440,5120,5620,7145,4206,8430,4028,5045,7986,8295,8471.1,5794,6175,7844.8,6708
,6396.85,8150,6315.35,5980.25,3351,6514,3207,3512.5,7510.8,5161,3832,5591,7390,5090,5590,7125,4204,8405,4048,5040,7978,8270,8486.9,5804,6186,7850,6717
,6426.35,8135,6345,5997.7,3472.5,6216,3354,3705,7484.7,5122,3822.8,5572,7350,5060,5540,7125,4200,8365,4020,5025,7970,8285,8475.2,5799,6184,7851.2,6721
,6382.6,8200,6300.6,5958.7,3418.5,6298,3505.5,3890,7458,5082,3813.6,5548,7290,5040,5520,7115,4186,8330,3990,5010,7972,8300,8467.4,5804,6182,7849.2,6728
,6319,8005,6238.95,5898.05,3409,6340,3557.5,4072.5,7430.4,5053,3800.8,5521,7230,5010,5490,7075,4160,8290,3972,5000,7962,8310,8470.2,5811,6175,7842.4,6724
,6329.5,7850,6251,5914.95,3361,6402,3596,4012.5,7394.4,4987,3790.2,5503.5,7160,4980,5480,7050,4158,8255,3956,4995,7944,8335,8464.8,5812,6161,7823.6,6719
,6321.8,8075,6241.05,5880.55,3605.5,6298,3751.5,4445,7332.6,4946,3757.2,5436.5,7050,4890,5430,6985,4140,8190,3828,4980,7913,8325,8466.4,5805,6153,7818,6713
,6312.35,8085,6231.5,5864.35,3671.5,6504,3866.5,4450,7312.5,4907,3751.2,5431.5,6990,4870,5410,6960,4128,8170,3864,4985,7893,8340,8460.2,5818,6147,7798.4,6703
,6260,8075,6179.25,5749.5,4297.5,6346,3910,4607.5,7258.5,4804,3736.4,5402.5,6920,4840,5340,6940,4116,8140,3824,4965,7877,8335,8461.3,5813,6119,7784.4,6707
,6283.6,8010,6203.5,5757.55,4459.5,6456,4079,4942.5,7220.1,4793,3712.8,5352.5,6800,4740,5290,6830,4094,8100,3794,4955,7859,8360,8445,5777,6106,7745.2,6700
,6295.15,7300,6222.15,5781.95,4402,6262,4232.5,5395,7182.9,4740,3699,5327,6750,4720,5250,6805,4076,8055,3770,4945,7841,8360,8442.1,5768,6098,7736.8,6699
,6309.15,7280,6236.35,5833.9,4024.5,6378,4155,5542.5,7148.1,4693,3686.2,5306,6730,4730,5230,6780,4044,8025,3764,4925,7819,8335,8430.6,5762,6085,7699.2,6676
,6315.75,7290,6242.85,5831.2,4116.5,6538,4269.5,5562.5,7140.6,4678,3685.2,5301,6750,4760,5200,6765,4026,8005,3790,4905,7824,8345,8438.4,5763,6086,7705.6,6664
,6427.95,7525,6352.7,5914,4387,6562,4244.5,6232.5,7119,4661,3674.6,5278,6740,4750,5190,6770,3998,7970,3764,4875,7817,8345,8443.9,5755,6077,7706.4,6648
,6446.55,8020,6366.35,5937.55,4288,6516,4182,5825,7107.9,4639,3672.8,5274,6750,4720,5190,6765,3982,7940,3782,4860,7816,8270,8441.8,5757,6080,7698,6632
,6385.65,8080,6304.85,5892.95,4118.5,6546,4222,5992.5,7104.6,4618,3675.8,5268.5,6740,4740,5200,6755,3970,7915,3792,4845,7842,8385,8449,5763,6069,7707.2,6620
,6351.45,8120,6270.25,5866.75,4035,6550,4232.5,6030,7089.6,4612,3668.6,5253,6730,4750,5180,6745,3954,7875,3784,4830,7837,8345,8458.9,5754,6074,7702.8,6612
,6359.1,8070,6278.4,5877.75,4006.5,6462,4290.5,6375,7069.5,4577,3663.2,5238.5,6710,4740,5200,6735,3938,7845,3774,4810,7839,8325,8465,5750,6065,7698,6606
,6350.05,8025,6269.8,5855.5,4143,6510,4335.5,6595,7034.7,4514,3654.2,5217,6710,4750,5160,6725,3904,7815,3764,4785,7837,8310,8465,5745,6058,7692,6603
,6335.6,8020,6255.4,5827.45,4279.5,6282,4502.5,7120,7020.9,4516,3645.6,5198,6700,4740,5150,6695,3884,7790,3754,4745,7832,8305,8471.4,5739,6054,7690.4,6595
,6333.55,7995,6253.6,5756.1,4974.5,6272,4509.5,7560,6993,4506,3630.2,5164,6700,4740,5120,6670,3866,7755,3678,4735,7823,8295,8474.1,5717,6044,7691.6,6580
,6348.55,7925,6269.3,5761.2,5080.5,6436,4645,7985,6979.8,4468,3629.8,5168,6730,4720,5100,6650,3858,7715,3744,4710,7813,8280,8477.9,5719,6040,7703.2,6581
,6369.1,7925,6289.85,5805.3,4845.5,6416,4645,8020,6980.1,4485,3627.4,5162,6750,4750,5120,6650,3850,7680,3744,4685,7813,8275,8489.7,5716,6042,7707.2,6576
,6372.75,7885,6293.9,5846.65,4472.5,6440,4623.5,7765,6975.3,4485,3624.8,5152,6750,4770,5130,6645,3848,7670,3712,4665,7820,8300,8509.6,5713,6041,7730,6577
,6413.95,7870,6335.25,5876.75,4584.5,6384,4751,8465,6971.1,4491,3621.8,5143,6740,4770,5140,6645,3866,7645,3678,4650,7823,8300,8523.3,5711,6045,7742.8,6577
,6528.6,7850,6450.1,5945.35,5047.5,6496,4885.5,9135,6951.6,4469,3614.6,5130,6720,4780,5140,6625,3858,7625,3662,4630,7813,8280,8528.2,5711,6042,7737.6,6569
,6558.4,7840,6480,5987.7,4922.5,6434,4797.5,8875,6948,4459,3614.6,5118,6710,4810,5130,6605,3848,7610,3642,4615,7837,8330,8544.5,5707,6037,7744,6559
,6501.95,7830,6423.65,5954.1,4695,6474,4795,8787.5,6921.9,4459,3598.2,5096,6710,4770,5120,6600,3838,7575,3612,4595,7799,8270,8554.2,5701,6037,7743.6,6558
,6430.5,7830,6352.2,5897.65,4545,6422,4767,8590,6903.6,4447,3589.8,5082,6710,4750,5120,6580,3838,7575,3578,4580,7785,8230,8566.2,5704,6037,7752,6565
,6419.9,7760,6342.3,5912.3,4300,6376,4605,8617.5,6898.5,4466,3582.2,5067.5,6770,4750,5110,6560,3824,7560,3552,4560,7776,8245,8579.4,5699,6052,7760.8,6570
,6430.9,7655,6354.35,5911.95,4424,6340,4656.5,8310,6898.5,4462,3583.4,5071,6810,4760,5110,6560,3822,7565,3564,4540,7775,8250,8592.6,5699,6061,7762,6569
,6420.95,7585,6345.1,5903.65,4414.5,6444,4657,8855,6895.5,4459,3582.6,5068,6830,4770,5110,6550,3818,7570,3568,4515,7777,8250,8609.4,5707,6062,7784,6575
,6377.45,7575,6301.7,5806.15,4955.5,6364,4523,8232.5,6900.3,4454,3587.2,5076,6830,4770,5100,6590,3816,7585,3584,4510,7784,8280,8623.4,5719,6086,7809.2,6578
,6400.85,7560,6325.25,5836.75,4885,6232,4479,7935,6920.7,4515,3590.8,5081.5,6900,4800,5150,6600,3814,7600,3572,4500,7791,8295,8647,5725,6097,7851.6,6577
,6408.95,7485,6334.1,5870.3,4638,6198,4439,7775,6904.8,4481,3587,5072,6900,4800,5130,6600,3808,7625,3542,4480,7791,8290,8654.9,5724,6103,7841.6,6574
,6399.15,7460,6324.55,5892.8,4317.5,6142,4477,7465,6894,4517,3572.6,5045,6830,4800,5110,6580,3808,7595,3486,4460,7773,8255,8684,5720,6110,7859.2,6585
,6464.55,7420,6390.35,5960.05,4303,6148,4447.5,7615,6901.8,4577,3565.4,5023.5,6780,4820,5120,6550,3804,7565,3446,4430,7780,8250,8705.2,5719,6125,7880.8,6588
,6565.8,7385,6491.95,6029.3,4626,6062,4434.5,7562.5,6882.3,4574,3554.2,5005.5,6770,4810,5110,6530,3800,7540,3424,4400,7760,8230,8716,5711,6110,7900.4,6590
,6589.75,7355,6516.2,6066.15,4501,6086,4366,7517.5,6884.4,4593,3552,4998,6780,4820,5110,6520,3796,7530,3412,4380,7764,8225,8739,5709,6126,7916,6604
,6547.7,7410,6473.6,6050.1,4235,6010,4321,7500,6870.9,4593,3543.6,4987,6800,4790,5110,6515,3782,7530,3400,4370,7744,8255,8740.2,5690,6107,7918,6602
,6467,7410,6392.9,5986.5,4064,6186,4270,7617.5,6865.8,4592,3539.6,4987,6830,4790,5120,6520,3786,7535,3392,4345,7724,8200,8761.6,5692,6117,7934.4,6616
,6501.1,7375,6427.35,6022.3,4050.5,6042,4319.5,7575,6880.2,4629,3541.8,4994,6900,4800,5130,6535,3784,7545,3394,4340,7721,8260,8773,5693,6122,7938.4,6632
,6499.55,7350,6426.05,6031.6,3945,6228,4165,7427.5,6898.2,4664,3547,5006.5,6940,4820,5130,6565,3794,7575,3396,4325,7722,8245,8788.6,5700,6129,7941.2,6651
,6493.1,7305,6420.05,6031.8,3882,6192,4118.5,7160,6902.4,4665,3547.6,5014,6990,4850,5140,6575,3794,7590,3406,4305,7710,8220,8810.2,5697,6133,7979.6,6660
,6541.45,7180,6469.65,5995.05,4746,6662,4348,7567.5,6907.2,4653,3553.8,5030.5,7050,4870,5170,6625,3802,7580,3426,4295,7708,8210,8805.5,5708,6156,7969.2,6656
,6559.5,7130,6488.2,6025.15,4631,6782,4259,7757.5,6905.4,4643,3554.8,5033.5,7060,4860,5160,6620,3812,7610,3426,4280,7707,8235,8825.9,5716,6174,7994.4,6664
,6557.35,7145,6485.9,6042.2,4437,6852,4271.5,7775,6930.3,4717,3557.2,5037,7030,4870,5180,6650,3822,7640,3414,4265,7712,8260,8863.2,5737,6184,8024,6675
